,SampleID,Site,Room.Type,Start.Date,SamplerStart,CollectionDate,SamplerEnd,Entry,SamplerNumber,Cartridge,Location,CollectionMethod,Notes,Flushed.Toilets,occupiedrooms,stack.n,wing.n,building.n,s.wing.n,source.rooms,Runtime,N,ORF1ab,S,MS2,Result,ct,X,X.1,LogCopiesPerL,lab,DayCount,floor,Day
574,E558,Barnhart,Port,NA,NA,4/11/2021,917,20,7,NA,Port #27,Swab,NA,NA,NA,0,4,13,9,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,27.9,Negative,40,NA,,,uo,20,,62
575,E559,Barnhart,Roof,4/10/2021,920,4/11/2021,917,20,7,K,Exhaust #27,PUF,NA,NA,NA,0,4,13,9,"101, 106, 204, 304, 404, 504, 604, 704",NA,33.9,No Amp,No Amp,31.5,Negative,38,NA,noamp,,uo,20,,62
576,E560,Barnhart,Port,NA,NA,4/11/2021,919,20,9,NA,Port #30,Swab,NA,NA,NA,0,4,13,9,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,28.8,Negative,40,NA,,,uo,20,,62
577,E561,Barnhart,Roof,4/10/2021,923,4/11/2021,919,20,9,Z,Exhaust #30,PUF,NA,NA,NA,0,4,13,9,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,33,No Amp,No Amp,26,Negative,37.7,NA,,,uo,20,,62
578,E562,Barnhart,Port,NA,NA,4/11/2021,920,20,8,NA,Port #31,Swab,NA,NA,"210, 212",2,4,13,9,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32.2,No Amp,No Amp,28.8,Negative,37.4,NA,,,uo,20,,62
579,E563,Barnhart,Roof,4/10/2021,926,4/11/2021,921,20,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,4,13,9,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,25,29.8,28.3,30.4,Positive (3/3),27.7,NA,,,uo,20,,62
580,E564,Barnhart,Port,NA,NA,4/11/2021,922,20,1,NA,Port #34,Swab,NA,NA,"214, 216",2,4,13,9,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,,62
581,E565,Barnhart,Roof,4/10/2021,927,4/11/2021,923,20,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,4,13,9,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,30.2,29.7,No Amp,25.7,Positive (2/3),33.3,NA,,,uo,20,,62
582,E566,Barnhart,Port,NA,NA,4/11/2021,927,20,4,NA,Port #32,Swab,NA,NA,211,1,4,13,9,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,33.1,Negative,40,NA,,,uo,20,,62
583,E567,Barnhart,Roof,4/10/2021,929,4/11/2021,928,20,4,G,Exhaust #32,PUF,NA,NA,211,1,4,13,9,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31,No Amp,33.9,30,Positive (2/3),35,NA,,,uo,20,,62
584,E568,Barnhart,Port,NA,NA,4/11/2021,925,20,3,NA,Port #29,Swab,NA,NA,NA,0,4,13,9,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,20,,62
585,E569,Barnhart,Roof,4/10/2021,930,4/11/2021,927,20,3,C,Exhaust #29,PUF,NA,NA,NA,0,4,13,9,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.2,31,31.4,25.9,Positive (3/3),30.9,NA,,,uo,20,,62
586,E570,Barnhart,Roof,4/10/2021,933,4/11/2021,929,20,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,4,13,9,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,32.9,No Amp,No Amp,30.4,Negative,37.6,NA,,,uo,20,,62
587,UOR04112021,Barnhart,Shop,4/10/2021,845,4/11/2021,825,19,NA,NA,North Cleanout,25 ml/10 minutes,~4.5L collected,No,NA,,4,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.743,osu,20,,62
588,E571,Barnhart,Indoors,NA,NA,4/12/2021,927,17,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,27.9,Negative,40,NA,,,uo,21,lobby,63
589,E572,Barnhart,Indoors,NA,NA,4/12/2021,927,17,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,4,13,6,NA,NA,33.1,32.6,No Amp,31.4,Positive (2/3),35.2,NA,,,uo,21,lobby,63
590,E573,Barnhart,Indoors,NA,NA,4/12/2021,928,17,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,lobby,63
591,E574,Barnhart,Indoors,NA,NA,4/12/2021,928,17,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,positive,63
592,E575,Barnhart,Indoors,NA,NA,4/12/2021,929,17,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,4,13,6,NA,NA,34.2,No Amp,No Amp,27.4,Negative,38.1,NA,,,uo,21,positive,63
593,E576,Barnhart,Indoors,NA,NA,4/12/2021,929,17,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,4,13,6,NA,NA,33.6,No Amp,No Amp,26.7,Negative,37.9,NA,,,uo,21,positive,63
594,E577,Barnhart,Indoors,NA,NA,4/12/2021,930,17,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,4,13,6,NA,NA,31.3,33.5,No Amp,30.9,Positive (2/3),34.9,NA,,,uo,21,positive,63
595,E578,Barnhart,Indoors,NA,NA,4/12/2021,930,17,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,31.4,Negative,40,NA,,,uo,21,positive,63
596,E579,Barnhart,Indoors,NA,NA,4/12/2021,931,17,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,31,Negative,40,NA,,,uo,21,lobby,63
597,E580,Barnhart,Indoors,NA,NA,4/12/2021,931,17,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,traced,63
598,E581,Barnhart,Indoors,NA,NA,4/12/2021,932,17,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,33.9,Negative,40,NA,,,uo,21,traced,63
599,E582,Barnhart,Indoors,NA,NA,4/12/2021,932,17,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,32.5,Negative,40,NA,,,uo,21,traced,63
600,E583,Barnhart,Indoors,NA,NA,4/12/2021,933,17,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,4,13,6,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,traced,63
601,E584,Barnhart,Port,NA,NA,4/12/2021,935,21,5,NA,Port #26,Swab,NA,NA,202,1,4,13,6,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,,63
602,E585,Barnhart,Roof,4/11/2021,915,4/12/2021,936,21,5,I,Exhaust #26,PUF,NA,NA,202,1,4,13,6,"202, 302, 402, 502, 602, 702",NA,33.6,No Amp,No Amp,26.7,Negative,37.9,NA,,,uo,21,,63
603,E586,Barnhart,Port,NA,NA,4/12/2021,937,21,7,NA,Port #27,Swab,NA,NA,NA,0,4,13,6,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.2,No Amp,32.2,34.6,Positive (2/3),34.5,NA,,,uo,21,,63
604,E587,Barnhart,Roof,4/11/2021,917,4/12/2021,938,21,7,K,Exhaust #27,PUF,NA,NA,NA,0,4,13,6,"101, 106, 204, 304, 404, 504, 604, 704",NA,34.8,No Amp,No Amp,26.1,Negative,38.3,NA,,,uo,21,,63
605,E588,Barnhart,Port,NA,NA,4/12/2021,939,21,9,NA,Port #30,Swab,NA,NA,NA,0,4,13,6,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,,63
606,E589,Barnhart,Roof,4/11/2021,919,4/12/2021,940,21,9,Z,Exhaust #30,PUF,NA,NA,NA,0,4,13,6,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,32.2,No Amp,No Amp,25.8,Negative,37.4,NA,,,uo,21,,63
607,E590,Barnhart,Port,NA,NA,4/12/2021,941,21,8,NA,Port #31,Swab,NA,NA,212,1,4,13,6,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,No Amp,No Amp,No Amp,28.9,Negative,40,NA,,,uo,21,,63
608,E591,Barnhart,Roof,4/11/2021,921,4/12/2021,942,21,8,F,Exhaust #31,PUF,NA,NA,212,1,4,13,6,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,33.8,No Amp,No Amp,30,Negative,37.9,NA,,,uo,21,,63
609,E592,Barnhart,Port,NA,NA,4/12/2021,943,21,1,NA,Port #34,Swab,NA,NA,"214, 216",2,4,13,6,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,19.7,19.2,16.1,24.4,Positive (3/3),18.3,NA,,,uo,21,,63
610,E593,Barnhart,Roof,4/11/2021,923,4/12/2021,944,21,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,4,13,6,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,29,28.7,No Amp,24.4,Positive (2/3),32.6,NA,,,uo,21,,63
611,E594,Barnhart,Port,NA,NA,4/12/2021,945,21,4,NA,Port #32,Swab,NA,NA,211,1,4,13,6,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,30,Negative,40,NA,,,uo,21,,63
612,E595,Barnhart,Roof,4/11/2021,928,4/12/2021,946,21,4,G,Exhaust #32,PUF,NA,NA,211,1,4,13,6,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.1,No Amp,No Amp,27.3,Negative,37.4,NA,,,uo,21,,63
613,E596,Barnhart,Port,NA,NA,4/12/2021,947,21,3,NA,Port #29,Swab,NA,NA,NA,0,4,13,6,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,21,,63
614,E597,Barnhart,Roof,4/11/2021,927,4/12/2021,948,21,3,C,Exhaust #29,PUF,NA,NA,NA,0,4,13,6,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,25.9,Negative,38.5,NA,,,uo,21,,63
615,E598,Barnhart,Roof,4/11/2021,929,4/12/2021,952,21,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,4,13,6,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,33.9,No Amp,No Amp,24.6,Negative,38,NA,,,uo,21,,63
616,UOR04122021,Barnhart,Shop,4/11/2021,845,4/12/2021,910,20,NA,NA,North Cleanout,25 ml/10 minutes,5.4 liters,NA,NA,,4,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5.727,osu,21,,63
617,E599,Barnhart,Indoors,NA,NA,4/13/2021,957,18,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,2,11,10,NA,NA,32.3,No Amp,27.8,No Amp,Positive (2/3),33.4,NA,,,uo,22,lobby,64
618,E600,Barnhart,Indoors,NA,NA,4/13/2021,958,18,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,2,11,10,NA,NA,25.4,25.9,No Amp,30,Positive (2/3),30.5,NA,,,uo,22,lobby,64
619,E601,Barnhart,Indoors,NA,NA,4/13/2021,959,18,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,31.8,Negative,40,NA,,,uo,22,lobby,64
620,E602,Barnhart,Indoors,NA,NA,4/13/2021,1000,18,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,2,11,10,NA,NA,32.1,No Amp,No Amp,34.8,Negative,37.4,NA,,,uo,22,positive,64
621,E603,Barnhart,Indoors,NA,NA,4/13/2021,1001,18,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,30.9,Negative,40,NA,,,uo,22,positive,64
622,E604,Barnhart,Indoors,NA,NA,4/13/2021,1002,18,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,22,positive,64
623,E605,Barnhart,Indoors,NA,NA,4/13/2021,1003,18,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,2,11,10,NA,NA,27.7,27.2,No Amp,No Amp,Positive (2/3),31.6,NA,,,uo,22,positive,64
624,E606,Barnhart,Indoors,NA,NA,4/13/2021,1004,18,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,2,11,10,NA,NA,31.8,34.6,No Amp,30.2,Positive (2/3),35.5,NA,,,uo,22,positive,64
625,E607,Barnhart,Indoors,NA,NA,4/13/2021,1005,18,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,28.5,Negative,40,NA,,,uo,22,lobby,64
626,E608,Barnhart,Indoors,NA,NA,4/13/2021,1006,18,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,33.2,Negative,40,NA,,,uo,22,traced,64
627,E609,Barnhart,Indoors,NA,NA,4/13/2021,1007,18,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,2,11,10,NA,NA,33.3,No Amp,No Amp,No Amp,Negative,37.8,NA,,,uo,22,traced,64
628,E610,Barnhart,Indoors,NA,NA,4/13/2021,1008,18,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,2,11,10,NA,NA,No Amp,No Amp,No Amp,28.4,Negative,40,NA,,,uo,22,traced,64
629,E611,Barnhart,Indoors,NA,NA,4/13/2021,1009,18,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,2,11,10,NA,NA,35,30.3,No Amp,26.5,Positive (2/3),35.1,NA,,,uo,22,traced,64
630,E612,Barnhart,Port,NA,NA,4/13/2021,928,22,5,NA,Port #26,Swab,NA,NA,202,1,2,11,10,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,32.9,Negative,40,NA,,,uo,22,,64
631,E613,Barnhart,Roof,4/12/2021,915,4/13/2021,929,22,5,I,Exhaust #26,PUF,NA,NA,202,1,2,11,10,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,25.8,Negative,40,NA,,,uo,22,,64
632,E614,Barnhart,Port,NA,NA,4/13/2021,930,22,7,NA,Port #27,Swab,NA,NA,NA,0,2,11,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,33.5,No Amp,No Amp,33.5,Negative,37.8,NA,,,uo,22,,64
633,E615,Barnhart,Roof,4/12/2021,917,4/13/2021,931,22,7,K,Exhaust #27,PUF,NA,NA,NA,0,2,11,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,30.1,Negative,40,NA,,,uo,22,,64
634,E616,Barnhart,Port,NA,NA,4/13/2021,932,22,9,NA,Port #30,Swab,NA,NA,NA,0,2,11,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,32.7,No Amp,31.7,29.8,Positive (2/3),34.8,NA,,,uo,22,,64
635,E617,Barnhart,Roof,4/12/2021,919,4/13/2021,933,22,9,Z,Exhaust #30,PUF,NA,NA,NA,0,2,11,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,33.7,No Amp,No Amp,28.9,Negative,37.9,NA,,,uo,22,,64
636,E618,Barnhart,Port,NA,NA,4/13/2021,934,22,8,NA,Port #31,Swab,NA,NA,NA,0,2,11,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.8,No Amp,No Amp,32.6,Negative,36.9,NA,,,uo,22,,64
637,E619,Barnhart,Roof,4/12/2021,921,4/13/2021,935,22,8,F,Exhaust #31,PUF,NA,NA,NA,0,2,11,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,29.9,31.2,30.8,22.8,Positive (3/3),30.7,NA,,,uo,22,,64
638,E620,Barnhart,Port,NA,NA,4/13/2021,936,22,1,NA,Port #34,Swab,NA,NA,216,1,2,11,10,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,32.6,No Amp,No Amp,No Amp,Negative,37.5,NA,,,uo,22,,64
639,E621,Barnhart,Roof,4/12/2021,923,4/13/2021,937,22,1,H,Exhaust #34,PUF,NA,NA,216,1,2,11,10,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31,No Amp,No Amp,30.1,Negative,37,NA,,,uo,22,,64
640,E622,Barnhart,Port,NA,NA,4/13/2021,938,22,4,NA,Port #32,Swab,NA,NA,NA,0,2,11,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,34.2,Negative,40,NA,,,uo,22,,64
641,E623,Barnhart,Roof,4/12/2021,928,4/13/2021,939,22,4,G,Exhaust #32,PUF,NA,NA,NA,0,2,11,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.7,33.4,No Amp,22.9,Positive (2/3),35,NA,,,uo,22,,64
642,E624,Barnhart,Port,NA,NA,4/13/2021,940,22,3,NA,Port #29,Swab,NA,NA,NA,0,2,11,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31.9,No Amp,No Amp,30.8,Negative,37.3,NA,,,uo,22,,64
643,E625,Barnhart,Roof,4/12/2021,927,4/13/2021,940,22,3,C,Exhaust #29,PUF,NA,NA,NA,0,2,11,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,27.8,Negative,40,NA,,,uo,22,,64
644,E626,Barnhart,Roof,4/12/2021,929,4/13/2021,945,22,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,2,11,10,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,32.1,No Amp,No Amp,30.3,Negative,37.4,NA,,,uo,22,,64
645,UOR04132021,Barnhart,Shop,4/12/2021,815,4/13/2021,850,21,NA,NA,North Cleanout,25 ml/10 minutes,5.4 liters,NA,NA,,2,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5.921,osu,22,,64
646,E627,Barnhart,Indoors,NA,NA,4/14/2021,1051,19,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,3,14,17,NA,NA,No Amp,33.1,No Amp,28.6,Negative,37.7,NA,,,uo,23,lobby,65
647,E628,Barnhart,Indoors,NA,NA,4/14/2021,1052,19,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,3,14,17,NA,NA,30.8,30.9,No Amp,26.9,Positive (2/3),33.9,NA,,,uo,23,lobby,65
648,E629,Barnhart,Indoors,NA,NA,4/14/2021,1053,19,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,3,14,17,NA,NA,32.5,No Amp,No Amp,28.5,Negative,37.5,NA,,,uo,23,lobby,65
649,E630,Barnhart,Indoors,NA,NA,4/14/2021,1054,19,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,3,14,17,NA,NA,33.3,No Amp,No Amp,27.9,Negative,37.8,NA,,,uo,23,positive,65
650,E631,Barnhart,Indoors,NA,NA,4/14/2021,1055,19,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,3,14,17,NA,NA,31.2,No Amp,No Amp,27.3,Negative,37.1,NA,,,uo,23,positive,65
651,E632,Barnhart,Indoors,NA,NA,4/14/2021,1056,19,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,3,14,17,NA,NA,28.6,29.9,19.6,28,Positive (3/3),26,NA,,,uo,23,positive,65
652,E633,Barnhart,Indoors,NA,NA,4/14/2021,1057,19,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,3,14,17,NA,NA,28.4,30,27.6,29.4,Positive (3/3),28.7,NA,,,uo,23,positive,65
653,E634,Barnhart,Indoors,NA,NA,4/14/2021,1058,19,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,3,14,17,NA,NA,33.5,No Amp,33.1,27.9,Positive (2/3),35.5,NA,,,uo,23,positive,65
654,E635,Barnhart,Indoors,NA,NA,4/14/2021,1059,19,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,3,14,17,NA,NA,34.6,32.7,No Amp,27.5,Positive (2/3),35.8,NA,,,uo,23,lobby,65
655,E636,Barnhart,Indoors,NA,NA,4/14/2021,1100,19,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,3,14,17,NA,NA,No Amp,No Amp,No Amp,27.3,Negative,40,NA,,,uo,23,traced,65
656,E637,Barnhart,Indoors,NA,NA,4/14/2021,1101,19,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,3,14,17,NA,NA,No Amp,No Amp,No Amp,27.9,Negative,40,NA,,,uo,23,traced,65
657,E638,Barnhart,Indoors,NA,NA,4/14/2021,1102,19,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,3,14,17,NA,NA,No Amp,No Amp,No Amp,28.4,Negative,40,NA,,,uo,23,traced,65
658,E639,Barnhart,Indoors,NA,NA,4/14/2021,1103,19,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,3,14,17,NA,NA,34.2,33.9,No Amp,27.6,Positive (2/3),36,NA,,,uo,23,traced,65
659,E640,Barnhart,Port,NA,NA,4/14/2021,1015,23,5,NA,Port #26,Swab,NA,NA,202,1,3,14,17,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,No Amp,Negative,40,NA,,,uo,23,,65
660,E641,Barnhart,Roof,4/13/2021,929,4/14/2021,1016,23,5,I,Exhaust #26,PUF,NA,NA,202,1,3,14,17,"202, 302, 402, 502, 602, 702",NA,32.8,31.6,28.3,26.7,Positive (3/3),30.9,NA,,,uo,23,,65
661,E642,Barnhart,Port,NA,NA,4/14/2021,1017,23,7,NA,Port #27,Swab,NA,NA,NA,0,3,14,17,"101, 106, 204, 304, 404, 504, 604, 704",NA,31,No Amp,No Amp,28.4,Negative,37,NA,,,uo,23,,65
662,E643,Barnhart,Roof,4/13/2021,931,4/14/2021,1018,23,7,K,Exhaust #27,PUF,NA,NA,NA,0,3,14,17,"101, 106, 204, 304, 404, 504, 604, 704",NA,34,No Amp,No Amp,27.3,Negative,38,NA,,,uo,23,,65
663,E644,Barnhart,Port,NA,NA,4/14/2021,1019,23,9,NA,Port #30,Swab,NA,NA,NA,0,3,14,17,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,34.8,No Amp,29.1,Negative,38.3,NA,,,uo,23,,65
664,E645,Barnhart,Roof,4/13/2021,933,4/14/2021,1020,23,9,Z,Exhaust #30,PUF,NA,NA,NA,0,3,14,17,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,33.4,No Amp,No Amp,27.4,Negative,37.8,NA,,,uo,23,,65
665,E646,Barnhart,Port,NA,NA,4/14/2021,1021,23,8,NA,Port #31,Swab,NA,NA,NA,0,3,14,17,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,32.9,No Amp,No Amp,27.8,Negative,37.6,NA,,,uo,23,,65
666,E647,Barnhart,Roof,4/13/2021,935,4/14/2021,1022,23,8,F,Exhaust #31,PUF,NA,NA,NA,0,3,14,17,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31.3,30.7,31.2,27,Positive (3/3),31.1,NA,,,uo,23,,65
667,E648,Barnhart,Port,NA,NA,4/14/2021,1023,23,1,NA,Port #34,Swab,NA,NA,216,1,3,14,17,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,32.2,33,31.8,28,Positive (3/3),32.4,NA,,,uo,23,,65
668,E649,Barnhart,Roof,4/13/2021,937,4/14/2021,1024,23,1,H,Exhaust #34,PUF,NA,NA,216,1,3,14,17,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.2,31.4,No Amp,27.5,Positive (2/3),34.2,NA,,,uo,23,,65
669,E650,Barnhart,Port,NA,NA,4/14/2021,1025,23,4,NA,Port #32,Swab,NA,NA,NA,0,3,14,17,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,26.5,Negative,40,NA,,,uo,23,,65
670,E651,Barnhart,Roof,4/13/2021,939,4/14/2021,1026,23,4,G,Exhaust #32,PUF,NA,NA,NA,0,3,14,17,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.5,No Amp,27.2,26.9,Positive (2/3),32.9,NA,,,uo,23,,65
671,E652,Barnhart,Port,NA,NA,4/14/2021,1027,23,3,NA,Port #29,Swab,NA,NA,105,1,3,14,17,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,34.6,No Amp,No Amp,27.9,Negative,38.2,NA,,,uo,23,,65
672,E653,Barnhart,Roof,4/13/2021,940,4/14/2021,1028,23,3,C,Exhaust #29,PUF,NA,NA,105,1,3,14,17,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,34.1,No Amp,No Amp,28.1,Negative,38,NA,,,uo,23,,65
673,E654,Barnhart,Roof,4/13/2021,945,4/14/2021,1030,23,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,3,14,17,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,No Amp,No Amp,No Amp,26.7,Negative,40,NA,,,uo,23,,65
674,UOR04142021,Barnhart,Shop,4/13/2021,900,4/14/2021,830,22,NA,NA,North Cleanout,25 ml/10 minutes,5 liters,NA,NA,,3,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6.614,osu,23,,65
675,E655,Barnhart,Indoors,NA,NA,4/15/2021,907,20,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,3,21,25,NA,NA,32.2,No Amp,No Amp,27.1,Negative,37.4,NA,,,uo,24,lobby,66
