,SampleID,Site,Room.Type,Start.Date,SamplerStart,CollectionDate,SamplerEnd,Entry,SamplerNumber,Cartridge,Location,CollectionMethod,Notes,Flushed.Toilets,occupiedrooms,stack.n,wing.n,building.n,s.wing.n,source.rooms,Runtime,N,ORF1ab,S,MS2,Result,ct,X,X.1,LogCopiesPerL,lab,DayCount,floor,Day
779,E758,Barnhart,Port,NA,NA,4/18/2021,1021,27,8,NA,Port #31,Swab,NA,NA,"210, 212",2,17,33,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31,No Amp,No Amp,26.7,Negative,37,NA,,,uo,27,,69
780,E759,Barnhart,Roof,4/17/2021,1130,4/18/2021,1021,27,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,17,33,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,28.4,30.1,31.3,24.7,Positive (3/3),29.9,NA,,,uo,27,,69
781,E760,Barnhart,Port,NA,NA,4/18/2021,1023,27,1,NA,Port #34,Swab,NA,NA,"214, 216",2,17,33,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,34.4,33.9,No Amp,26.8,Positive (2/3),36.1,NA,,,uo,27,,69
782,E761,Barnhart,Roof,4/17/2021,1132,4/18/2021,1023,27,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,17,33,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,29.8,31.2,No Amp,25.2,Positive (2/3),33.7,NA,,,uo,27,,69
783,E762,Barnhart,Port,NA,NA,4/18/2021,1028,27,4,NA,Port #32,Swab,NA,NA,"209, 211",2,17,33,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,27.1,Negative,40,NA,,,uo,27,,69
784,E763,Barnhart,Roof,4/17/2021,1136,4/18/2021,1028,27,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,17,33,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,31.5,30.6,No Amp,23.8,Positive (2/3),34,NA,,,uo,27,,69
785,E764,Barnhart,Port,NA,NA,4/18/2021,1029,27,3,NA,Port #29,Swab,NA,NA,"105, 205, 207",3,17,33,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,33.4,No Amp,No Amp,27.2,Negative,37.8,NA,,,uo,27,,69
786,E765,Barnhart,Roof,4/17/2021,1138,4/18/2021,1029,27,3,C,Exhaust #29,PUF,NA,NA,"105, 205, 207",3,17,33,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.2,31.9,No Amp,26,Positive (2/3),34,NA,,,uo,27,,69
787,E766,Barnhart,Roof,4/17/2021,1135,4/18/2021,1026,27,2,T,Exhaust #38 & #39,PUF,NA,NA,"221, 223, 225, 723, 725",3,17,33,28,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,22.4,23.4,15.2,24.3,Positive (3/3),20.3,NA,,,uo,27,,69
788,E767,Barnhart,Indoors,NA,NA,4/19/2021,1028,24,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,18,34,30,NA,NA,29.7,30.7,No Amp,27.3,Positive (2/3),33.5,NA,,,uo,28,lobby,70
789,E768,Barnhart,Indoors,NA,NA,4/19/2021,1029,24,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,18,34,30,NA,NA,27.8,29.2,28.1,27.5,Positive (3/3),28.3,NA,,,uo,28,lobby,70
790,E769,Barnhart,Indoors,NA,NA,4/19/2021,1030,24,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,18,34,30,NA,NA,30.3,32.9,No Amp,26.6,Positive (2/3),34.4,NA,,,uo,28,lobby,70
791,E770,Barnhart,Indoors,NA,NA,4/19/2021,1031,24,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,18,34,30,NA,NA,32.4,No Amp,No Amp,27.5,Negative,37.5,NA,,,uo,28,positive,70
792,E771,Barnhart,Indoors,NA,NA,4/19/2021,1032,24,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,18,34,30,NA,NA,31.4,32.6,No Amp,27.3,Positive (2/3),34.7,NA,,,uo,28,positive,70
793,E772,Barnhart,Indoors,NA,NA,4/19/2021,1033,24,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,18,34,30,NA,NA,29.6,30.5,No Amp,26.6,Positive (2/3),33.3,NA,,,uo,28,positive,70
794,E773,Barnhart,Indoors,NA,NA,4/19/2021,1034,24,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,18,34,30,NA,NA,27.4,28.9,No Amp,27.2,Positive (2/3),32.1,NA,,,uo,28,positive,70
795,E774,Barnhart,Indoors,NA,NA,4/19/2021,1035,24,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,18,34,30,NA,NA,24.3,24.4,No Amp,27.5,Positive (2/3),29.6,NA,,,uo,28,positive,70
796,E775,Barnhart,Indoors,NA,NA,4/19/2021,1036,24,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,18,34,30,NA,NA,No Amp,34.7,No Amp,27.7,Negative,38.2,NA,,,uo,28,lobby,70
797,E776,Barnhart,Indoors,NA,NA,4/19/2021,1037,24,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,18,34,30,NA,NA,32.3,33.2,No Amp,26.8,Positive (2/3),35.2,NA,,,uo,28,traced,70
798,E777,Barnhart,Indoors,NA,NA,4/19/2021,1038,24,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,18,34,30,NA,NA,29.6,29.8,31.7,26.6,Positive (3/3),30.4,NA,,,uo,28,traced,70
799,E778,Barnhart,Indoors,NA,NA,4/19/2021,1039,24,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,18,34,30,NA,NA,28.8,29.2,27.6,27.2,Positive (3/3),28.6,NA,,,uo,28,traced,70
800,E779,Barnhart,Indoors,NA,NA,4/19/2021,1040,24,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,18,34,30,NA,NA,28.3,29.8,No Amp,27.4,Positive (2/3),32.7,NA,,,uo,28,traced,70
801,E780,Barnhart,Port,NA,NA,4/19/2021,940,28,5,NA,Port #26,Swab,NA,NA,"202, 402",1,18,34,30,"202, 302, 402, 502, 602, 702",NA,34.3,No Amp,No Amp,27.3,Negative,38.1,NA,,,uo,28,,70
802,E781,Barnhart,Roof,4/18/2021,1016,4/19/2021,941,28,5,I,Exhaust #26,PUF,NA,NA,"202, 402",2,18,34,30,"202, 302, 402, 502, 602, 702",NA,NA,NA,NA,NA,NA,40,NA,,,uo,28,,70
803,E782,Barnhart,Port,NA,NA,4/19/2021,942,28,7,NA,Port #27,Swab,NA,NA,"204, 404",2,18,34,30,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,27.3,Negative,40,NA,,,uo,28,,70
804,E783,Barnhart,Roof,4/18/2021,1017,4/19/2021,943,28,7,K,Exhaust #27,PUF,NA,NA,"204, 404",2,18,34,30,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,33.6,No Amp,26.8,Negative,37.9,NA,,,uo,28,,70
805,E784,Barnhart,Port,NA,NA,4/19/2021,944,28,9,NA,Port #30,Swab,NA,NA,"206, 208",2,18,34,30,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,27.5,Negative,40,NA,,,uo,28,,70
806,E785,Barnhart,Roof,4/18/2021,1019,4/19/2021,945,28,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,18,34,30,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,29.6,30.8,No Amp,24.3,Positive (2/3),33.5,NA,,,uo,28,,70
807,E786,Barnhart,Port,NA,NA,4/19/2021,946,28,8,NA,Port #31,Swab,NA,NA,"210, 212",2,18,34,30,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31.6,33,No Amp,27.7,Positive (2/3),34.8,NA,,,uo,28,,70
808,E787,Barnhart,Roof,4/18/2021,1021,4/19/2021,947,28,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,18,34,30,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,29.3,31,31.4,24.1,Positive (3/3),30.5,NA,,,uo,28,,70
809,E788,Barnhart,Port,NA,NA,4/19/2021,948,28,1,NA,Port #34,Swab,NA,NA,"214, 216",2,18,34,30,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,27.2,Negative,40,NA,,,uo,28,,70
810,E789,Barnhart,Roof,4/18/2021,1023,4/19/2021,949,28,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,18,34,30,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,29.2,30.9,No Amp,20.2,Positive (2/3),33.3,NA,,,uo,28,,70
811,E790,Barnhart,Port,NA,NA,4/19/2021,950,28,4,NA,Port #32,Swab,NA,NA,"209, 211",2,18,34,30,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,33,No Amp,No Amp,26.9,Negative,37.7,NA,,,uo,28,,70
812,E791,Barnhart,Roof,4/18/2021,1028,4/19/2021,951,28,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,18,34,30,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.4,30.5,No Amp,22.6,Positive (2/3),33.7,NA,,,uo,28,,70
813,E792,Barnhart,Port,NA,NA,4/19/2021,952,28,3,NA,Port #29,Swab,NA,NA,"105, 205, 207",3,18,34,30,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31.1,No Amp,32.7,28.1,Positive (2/3),34.6,NA,,,uo,28,,70
814,E793,Barnhart,Roof,4/18/2021,1029,4/19/2021,953,28,3,C,Exhaust #29,PUF,NA,NA,"105, 205, 207",3,18,34,30,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,30.7,31.7,No Amp,24.9,Positive (2/3),34.1,NA,,,uo,28,,70
815,E794,Barnhart,Roof,4/18/2021,1026,4/19/2021,954,28,2,T,Exhaust #38 & #39,PUF,NA,NA,"221, 223, 225, 723, 725",5,18,34,30,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,32.9,No Amp,No Amp,26,Negative,37.6,NA,,,uo,28,,70
816,E795,Barnhart,Indoors,NA,NA,4/20/2021,907,25,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,18,35,34,NA,NA,31.2,34.1,No Amp,28.7,Positive (2/3),35.1,NA,,,uo,29,lobby,71
817,E796,Barnhart,Indoors,NA,NA,4/20/2021,908,25,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,18,35,34,NA,NA,31.2,32.1,No Amp,27.8,Positive (2/3),34.5,NA,,,uo,29,lobby,71
818,E797,Barnhart,Indoors,NA,NA,4/20/2021,909,25,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,18,35,34,NA,NA,27.5,31.9,No Amp,28.1,Positive (2/3),33.2,NA,,,uo,29,lobby,71
819,E798,Barnhart,Indoors,NA,NA,4/20/2021,910,25,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,18,35,34,NA,NA,32.5,No Amp,No Amp,28.2,Negative,37.5,NA,,,uo,29,positive,71
820,E799,Barnhart,Indoors,NA,NA,4/20/2021,911,25,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,18,35,34,NA,NA,32.8,No Amp,No Amp,27.6,Negative,37.6,NA,,,uo,29,positive,71
821,E800,Barnhart,Indoors,NA,NA,4/20/2021,912,25,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,18,35,34,NA,NA,34,No Amp,32.6,27.7,Positive (2/3),35.5,NA,,,uo,29,positive,71
822,E801,Barnhart,Indoors,NA,NA,4/20/2021,913,25,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,18,35,34,NA,NA,27.3,27.7,No Amp,27.9,Positive (2/3),31.6,NA,,,uo,29,positive,71
823,E802,Barnhart,Indoors,NA,NA,4/20/2021,914,25,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,18,35,34,NA,NA,27.4,28.6,No Amp,27.9,Positive (2/3),32,NA,,,uo,29,positive,71
824,E803,Barnhart,Indoors,NA,NA,4/20/2021,915,25,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,18,35,34,NA,NA,28.8,29.8,No Amp,27.7,Positive (2/3),32.9,NA,,,uo,29,lobby,71
825,E804,Barnhart,Indoors,NA,NA,4/20/2021,916,25,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,18,35,34,NA,NA,No Amp,No Amp,No Amp,26.6,Negative,40,NA,,,uo,29,traced,71
826,E805,Barnhart,Indoors,NA,NA,4/20/2021,917,25,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,18,35,34,NA,NA,No Amp,32.4,No Amp,27.6,Negative,37.5,NA,,,uo,29,traced,71
827,E806,Barnhart,Indoors,NA,NA,4/20/2021,918,25,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,18,35,34,NA,NA,29.5,30.7,22.3,28,Positive (3/3),27.5,NA,,,uo,29,traced,71
828,E807,Barnhart,Indoors,NA,NA,4/20/2021,920,25,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,18,35,34,NA,NA,No Amp,No Amp,No Amp,27.3,Negative,40,NA,,,uo,29,traced,71
829,E808,Barnhart,Port,NA,NA,4/20/2021,1212,29,5,NA,Port #26,Swab,NA,NA,"202, 402",2,18,35,34,"202, 302, 402, 502, 602, 702",NA,33.2,No Amp,No Amp,27.8,Negative,37.7,NA,,,uo,29,,71
830,E809,Barnhart,Roof,4/19/2021,941,4/20/2021,1212,29,5,I,Exhaust #26,PUF,NA,NA,"202, 402",2,18,35,34,"202, 302, 402, 502, 602, 702",NA,NA,NA,NA,NA,NA,40,NA,,,uo,29,,71
831,E810,Barnhart,Port,NA,NA,4/20/2021,1214,29,7,NA,Port #27,Swab,NA,NA,"204, 404",2,18,35,34,"101, 106, 204, 304, 404, 504, 604, 704",NA,34.2,No Amp,No Amp,27.5,Negative,38.1,NA,,,uo,29,,71
832,E811,Barnhart,Roof,4/19/2021,943,4/20/2021,1214,29,7,K,Exhaust #27,PUF,NA,NA,"204, 404",2,18,35,34,"101, 106, 204, 304, 404, 504, 604, 704",NA,NA,NA,NA,NA,NA,40,NA,,,uo,29,,71
833,E812,Barnhart,Port,NA,NA,4/20/2021,1216,29,9,NA,Port #30,Swab,NA,NA,"206, 208",2,18,35,34,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,31.1,33.5,No Amp,27.9,Positive (2/3),34.9,NA,,,uo,29,,71
834,E813,Barnhart,Roof,4/19/2021,945,4/20/2021,1216,29,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,18,35,34,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,26.3,27.5,26.1,27.8,Positive (3/3),26.6,NA,,,uo,29,,71
835,E814,Barnhart,Port,NA,NA,4/20/2021,1219,29,8,NA,Port #31,Swab,NA,NA,"210, 212",2,18,35,34,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.6,31.8,27.9,27.1,Positive (3/3),30.1,NA,,,uo,29,,71
836,E815,Barnhart,Roof,4/19/2021,947,4/20/2021,1219,29,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,18,35,34,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,NA,NA,NA,NA,NA,40,NA,,,uo,29,,71
837,E816,Barnhart,Port,NA,NA,4/20/2021,1223,29,1,NA,Port #34,Swab,NA,NA,"214, 216",2,18,35,34,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,32.9,33.5,No Amp,27.8,Positive (2/3),35.5,NA,,,uo,29,,71
838,E817,Barnhart,Roof,4/19/2021,949,4/20/2021,1223,29,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,18,35,34,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,29.2,30,24.3,28.7,Positive (3/3),27.8,NA,,,uo,29,,71
839,E818,Barnhart,Port,NA,NA,4/20/2021,1220,29,4,NA,Port #32,Swab,NA,NA,"209, 211",2,18,35,34,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.2,No Amp,No Amp,27.4,Negative,37.4,NA,,,uo,29,,71
840,E819,Barnhart,Roof,4/19/2021,951,4/20/2021,1220,29,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,18,35,34,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,29.8,30.9,No Amp,28.1,Positive (2/3),33.6,NA,,,uo,29,,71
841,E820,Barnhart,Port,NA,NA,4/20/2021,1217,29,3,NA,Port #29,Swab,NA,NA,"105, 205, 207",3,18,35,34,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,32.9,No Amp,No Amp,27.6,Negative,37.6,NA,,,uo,29,,71
842,E821,Barnhart,Roof,4/19/2021,953,4/20/2021,1217,29,3,C,Exhaust #29,PUF,NA,NA,"105, 205, 207",3,18,35,34,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,NA,NA,NA,NA,NA,40,NA,,,uo,29,,71
843,E822,Barnhart,Roof,4/19/2021,954,4/20/2021,1224,29,2,T,Exhaust #38 & #39,PUF,NA,NA,"221, 223, 225, 723, 725",5,18,35,34,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,NA,NA,NA,NA,NA,40,NA,,,uo,29,,71
