"","X.2","SampleID","Site","Room.Type","Start.Date","SamplerStart","CollectionDate","SamplerEnd","Entry","SamplerNumber","Cartridge","Location","CollectionMethod","Notes","Flushed.Toilets","occupiedrooms","stack.n","wing.n","building.n","s.wing.n","source.rooms","Runtime","N","ORF1ab","S","MS2","Result","ct","X","X.1","LogCopiesPerL","lab","Result.clean"
"365",611,"E594","Barnhart","Port",NA,NA,2021-04-12,945,21,4,NA,"Port #32","Swab",NA,NA,"211",1,4,13,6,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"No Amp","No Amp","No Amp","30","Negative",40,NA,NA,NA,"uo","Negative"
"366",612,"E595","Barnhart","Roof","4/11/2021",928,2021-04-12,946,21,4,"G","Exhaust #32","PUF",NA,NA,"211",1,4,13,6,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32.1","No Amp","No Amp","27.3","Negative",37.4,NA,NA,NA,"uo","Negative"
"367",614,"E597","Barnhart","Roof","4/11/2021",927,2021-04-12,948,21,3,"C","Exhaust #29","PUF",NA,NA,NA,0,4,13,6,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"No Amp","No Amp","No Amp","25.9","Negative",38.5,NA,NA,NA,"uo","Negative"
"368",615,"E598","Barnhart","Roof","4/11/2021",929,2021-04-12,952,21,2,"T","Exhaust #38 & #39","PUF",NA,NA,NA,0,4,13,6,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"33.9","No Amp","No Amp","24.6","Negative",38,NA,NA,NA,"uo","Negative"
"369",617,"E599","Barnhart","Indoors",NA,NA,2021-04-13,957,18,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"32.3","No Amp","27.8","No Amp","Positive (2/3)",33.4,NA,NA,NA,"uo","Positive"
"370",17,"E6","Barnhart","Port",NA,NA,2021-03-23,1124,1,9,NA,"Port #30","Swab",NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"31.4","No Amp","29.2","28.1","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"371",62,"E60","Barnhart","Roof","3/24/2021",1240,2021-03-25,1035,3,2,NA,"Exhaust #38 & #39","PUF",NA,NA,NA,0,3,3,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"30.6","31.4","27.5","27.2","Positive (3/3)",29.8,NA,NA,NA,"uo","Positive"
"372",618,"E600","Barnhart","Indoors",NA,NA,2021-04-13,958,18,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"25.4","25.9","No Amp","30","Positive (2/3)",30.5,NA,NA,NA,"uo","Positive"
"373",619,"E601","Barnhart","Indoors",NA,NA,2021-04-13,959,18,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"No Amp","No Amp","No Amp","31.8","Negative",40,NA,NA,NA,"uo","Negative"
"374",620,"E602","Barnhart","Indoors",NA,NA,2021-04-13,1000,18,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"32.1","No Amp","No Amp","34.8","Negative",37.4,NA,NA,NA,"uo","Negative"
"375",621,"E603","Barnhart","Indoors",NA,NA,2021-04-13,1001,18,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"No Amp","No Amp","No Amp","30.9","Negative",40,NA,NA,NA,"uo","Negative"
"376",623,"E605","Barnhart","Indoors",NA,NA,2021-04-13,1003,18,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"27.7","27.2","No Amp","No Amp","Positive (2/3)",31.6,NA,NA,NA,"uo","Positive"
"377",624,"E606","Barnhart","Indoors",NA,NA,2021-04-13,1004,18,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,2,11,10,NA,NA,"31.8","34.6","No Amp","30.2","Positive (2/3)",35.5,NA,NA,NA,"uo","Positive"
"378",63,"E61","Barnhart","Port",NA,NA,2021-03-25,1030,3,1,NA,"Port #40","Swab",NA,NA,NA,0,3,3,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"28.6","No Amp","30.3","31.7","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"379",630,"E612","Barnhart","Port",NA,NA,2021-04-13,928,22,5,NA,"Port #26","Swab",NA,NA,"202",1,2,11,10,"202, 302, 402, 502, 602, 702",NA,"No Amp","No Amp","No Amp","32.9","Negative",40,NA,NA,NA,"uo","Negative"
"380",631,"E613","Barnhart","Roof","4/12/2021",915,2021-04-13,929,22,5,"I","Exhaust #26","PUF",NA,NA,"202",1,2,11,10,"202, 302, 402, 502, 602, 702",NA,"No Amp","No Amp","No Amp","25.8","Negative",40,NA,NA,NA,"uo","Negative"
"381",632,"E614","Barnhart","Port",NA,NA,2021-04-13,930,22,7,NA,"Port #27","Swab",NA,NA,NA,0,2,11,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,"33.5","No Amp","No Amp","33.5","Negative",37.8,NA,NA,NA,"uo","Negative"
"382",633,"E615","Barnhart","Roof","4/12/2021",917,2021-04-13,931,22,7,"K","Exhaust #27","PUF",NA,NA,NA,0,2,11,10,"101, 106, 204, 304, 404, 504, 604, 704",NA,"No Amp","No Amp","No Amp","30.1","Negative",40,NA,NA,NA,"uo","Negative"
"383",634,"E616","Barnhart","Port",NA,NA,2021-04-13,932,22,9,NA,"Port #30","Swab",NA,NA,NA,0,2,11,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"32.7","No Amp","31.7","29.8","Positive (2/3)",34.8,NA,NA,NA,"uo","Positive"
"384",635,"E617","Barnhart","Roof","4/12/2021",919,2021-04-13,933,22,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,2,11,10,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"33.7","No Amp","No Amp","28.9","Negative",37.9,NA,NA,NA,"uo","Negative"
"385",636,"E618","Barnhart","Port",NA,NA,2021-04-13,934,22,8,NA,"Port #31","Swab",NA,NA,NA,0,2,11,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.8","No Amp","No Amp","32.6","Negative",36.9,NA,NA,NA,"uo","Negative"
"386",637,"E619","Barnhart","Roof","4/12/2021",921,2021-04-13,935,22,8,"F","Exhaust #31","PUF",NA,NA,NA,0,2,11,10,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"29.9","31.2","30.8","22.8","Positive (3/3)",30.7,NA,NA,NA,"uo","Positive"
"387",639,"E621","Barnhart","Roof","4/12/2021",923,2021-04-13,937,22,1,"H","Exhaust #34","PUF",NA,NA,"216",1,2,11,10,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31","No Amp","No Amp","30.1","Negative",37,NA,NA,NA,"uo","Negative"
"388",640,"E622","Barnhart","Port",NA,NA,2021-04-13,938,22,4,NA,"Port #32","Swab",NA,NA,NA,0,2,11,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"No Amp","No Amp","No Amp","34.2","Negative",40,NA,NA,NA,"uo","Negative"
"389",641,"E623","Barnhart","Roof","4/12/2021",928,2021-04-13,939,22,4,"G","Exhaust #32","PUF",NA,NA,NA,0,2,11,10,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"31.7","33.4","No Amp","22.9","Positive (2/3)",35,NA,NA,NA,"uo","Positive"
"390",642,"E624","Barnhart","Port",NA,NA,2021-04-13,940,22,3,NA,"Port #29","Swab",NA,NA,NA,0,2,11,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"31.9","No Amp","No Amp","30.8","Negative",37.3,NA,NA,NA,"uo","Negative"
"391",643,"E625","Barnhart","Roof","4/12/2021",927,2021-04-13,940,22,3,"C","Exhaust #29","PUF",NA,NA,NA,0,2,11,10,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"No Amp","No Amp","No Amp","27.8","Negative",40,NA,NA,NA,"uo","Negative"
"392",644,"E626","Barnhart","Roof","4/12/2021",929,2021-04-13,945,22,2,"T","Exhaust #38 & #39","PUF",NA,NA,NA,0,2,11,10,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"32.1","No Amp","No Amp","30.3","Negative",37.4,NA,NA,NA,"uo","Negative"
"393",646,"E627","Barnhart","Indoors",NA,NA,2021-04-14,1051,19,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"No Amp","33.1","No Amp","28.6","Negative",37.7,NA,NA,NA,"uo","Negative"
"394",647,"E628","Barnhart","Indoors",NA,NA,2021-04-14,1052,19,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"30.8","30.9","No Amp","26.9","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"395",648,"E629","Barnhart","Indoors",NA,NA,2021-04-14,1053,19,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"32.5","No Amp","No Amp","28.5","Negative",37.5,NA,NA,NA,"uo","Negative"
"396",66,"E63","Barnhart","Port",NA,NA,2021-03-26,1038,4,11,NA,"Port #26","Swab",NA,NA,"202",1,1,1,0,"202, 302, 402, 502, 602, 702",NA,"24.9","28.6","25.6","No Amp","Positive (3/3)",26.4,NA,NA,NA,"uo","Positive"
"397",649,"E630","Barnhart","Indoors",NA,NA,2021-04-14,1054,19,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"33.3","No Amp","No Amp","27.9","Negative",37.8,NA,NA,NA,"uo","Negative"
"398",650,"E631","Barnhart","Indoors",NA,NA,2021-04-14,1055,19,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"31.2","No Amp","No Amp","27.3","Negative",37.1,NA,NA,NA,"uo","Negative"
"399",651,"E632","Barnhart","Indoors",NA,NA,2021-04-14,1056,19,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"28.6","29.9","19.6","28","Positive (3/3)",26,NA,NA,NA,"uo","Positive"
"400",652,"E633","Barnhart","Indoors",NA,NA,2021-04-14,1057,19,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"28.4","30","27.6","29.4","Positive (3/3)",28.7,NA,NA,NA,"uo","Positive"
"401",653,"E634","Barnhart","Indoors",NA,NA,2021-04-14,1058,19,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,3,14,17,NA,NA,"33.5","No Amp","33.1","27.9","Positive (2/3)",35.5,NA,NA,NA,"uo","Positive"
"402",660,"E641","Barnhart","Roof","4/13/2021",929,2021-04-14,1016,23,5,"I","Exhaust #26","PUF",NA,NA,"202",1,3,14,17,"202, 302, 402, 502, 602, 702",NA,"32.8","31.6","28.3","26.7","Positive (3/3)",30.9,NA,NA,NA,"uo","Positive"
"403",661,"E642","Barnhart","Port",NA,NA,2021-04-14,1017,23,7,NA,"Port #27","Swab",NA,NA,NA,0,3,14,17,"101, 106, 204, 304, 404, 504, 604, 704",NA,"31","No Amp","No Amp","28.4","Negative",37,NA,NA,NA,"uo","Negative"
"404",662,"E643","Barnhart","Roof","4/13/2021",931,2021-04-14,1018,23,7,"K","Exhaust #27","PUF",NA,NA,NA,0,3,14,17,"101, 106, 204, 304, 404, 504, 604, 704",NA,"34","No Amp","No Amp","27.3","Negative",38,NA,NA,NA,"uo","Negative"
"405",663,"E644","Barnhart","Port",NA,NA,2021-04-14,1019,23,9,NA,"Port #30","Swab",NA,NA,NA,0,3,14,17,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"No Amp","34.8","No Amp","29.1","Negative",38.3,NA,NA,NA,"uo","Negative"
"406",664,"E645","Barnhart","Roof","4/13/2021",933,2021-04-14,1020,23,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,3,14,17,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"33.4","No Amp","No Amp","27.4","Negative",37.8,NA,NA,NA,"uo","Negative"
"407",665,"E646","Barnhart","Port",NA,NA,2021-04-14,1021,23,8,NA,"Port #31","Swab",NA,NA,NA,0,3,14,17,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"32.9","No Amp","No Amp","27.8","Negative",37.6,NA,NA,NA,"uo","Negative"
"408",666,"E647","Barnhart","Roof","4/13/2021",935,2021-04-14,1022,23,8,"F","Exhaust #31","PUF",NA,NA,NA,0,3,14,17,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"31.3","30.7","31.2","27","Positive (3/3)",31.1,NA,NA,NA,"uo","Positive"
"409",667,"E648","Barnhart","Port",NA,NA,2021-04-14,1023,23,1,NA,"Port #34","Swab",NA,NA,"216",1,3,14,17,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"32.2","33","31.8","28","Positive (3/3)",32.4,NA,NA,NA,"uo","Positive"
"410",668,"E649","Barnhart","Roof","4/13/2021",937,2021-04-14,1024,23,1,"H","Exhaust #34","PUF",NA,NA,"216",1,3,14,17,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.2","31.4","No Amp","27.5","Positive (2/3)",34.2,NA,NA,NA,"uo","Positive"
"411",68,"E65","Barnhart","Port",NA,NA,2021-03-26,1040,4,10,NA,"Port #27","Swab",NA,NA,NA,0,1,1,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"30.6","32.1","No Amp","29.1","Positive (2/3)",34.2,NA,NA,NA,"uo","Positive"
"412",669,"E650","Barnhart","Port",NA,NA,2021-04-14,1025,23,4,NA,"Port #32","Swab",NA,NA,NA,0,3,14,17,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"No Amp","No Amp","No Amp","26.5","Negative",40,NA,NA,NA,"uo","Negative"
"413",670,"E651","Barnhart","Roof","4/13/2021",939,2021-04-14,1026,23,4,"G","Exhaust #32","PUF",NA,NA,NA,0,3,14,17,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"31.5","No Amp","27.2","26.9","Positive (2/3)",32.9,NA,NA,NA,"uo","Positive"
"414",671,"E652","Barnhart","Port",NA,NA,2021-04-14,1027,23,3,NA,"Port #29","Swab",NA,NA,"105",1,3,14,17,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"34.6","No Amp","No Amp","27.9","Negative",38.2,NA,NA,NA,"uo","Negative"
"415",672,"E653","Barnhart","Roof","4/13/2021",940,2021-04-14,1028,23,3,"C","Exhaust #29","PUF",NA,NA,"105",1,3,14,17,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"34.1","No Amp","No Amp","28.1","Negative",38,NA,NA,NA,"uo","Negative"
"416",673,"E654","Barnhart","Roof","4/13/2021",945,2021-04-14,1030,23,2,"T","Exhaust #38 & #39","PUF",NA,NA,NA,0,3,14,17,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"No Amp","No Amp","No Amp","26.7","Negative",40,NA,NA,NA,"uo","Negative"
"417",675,"E655","Barnhart","Indoors",NA,NA,2021-04-15,907,20,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"32.2","No Amp","No Amp","27.1","Negative",37.4,NA,NA,NA,"uo","Negative"
"418",676,"E656","Barnhart","Indoors",NA,NA,2021-04-15,908,20,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"29.8","31.2","No Amp","29","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"419",677,"E657","Barnhart","Indoors",NA,NA,2021-04-15,909,20,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"30.8","No Amp","No Amp","27.2","Negative",36.9,NA,NA,NA,"uo","Negative"
"420",678,"E658","Barnhart","Indoors",NA,NA,2021-04-15,910,20,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"No Amp","No Amp","No Amp","27","Negative",40,NA,NA,NA,"uo","Negative"
"421",679,"E659","Barnhart","Indoors",NA,NA,2021-04-15,911,20,NA,NA,"Positive Floor Elevator Buttons","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"30.3","30.9","No Amp","27.6","Positive (2/3)",33.8,NA,NA,NA,"uo","Positive"
"422",69,"E66","Barnhart","Roof","3/25/2021",1012,2021-03-26,1040,4,10,NA,"Exhaust #27","PUF",NA,NA,NA,0,1,1,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"30.7","32.1","23.4","28.7","Positive (3/3)",28.7,NA,NA,NA,"uo","Positive"
"423",680,"E660","Barnhart","Indoors",NA,NA,2021-04-15,912,20,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"30.4","31.3","No Amp","29","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"424",681,"E661","Barnhart","Indoors",NA,NA,2021-04-15,913,20,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"29.8","30","32.6","26.7","Positive (3/3)",30.8,NA,NA,NA,"uo","Positive"
"425",682,"E662","Barnhart","Indoors",NA,NA,2021-04-15,914,20,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,3,21,25,NA,NA,"34.1","No Amp","No Amp","26.8","Negative",38,NA,NA,NA,"uo","Negative"
"426",688,"E668","Barnhart","Port",NA,NA,2021-04-15,950,24,5,NA,"Port #26","Swab",NA,NA,"202",1,3,21,25,"202, 302, 402, 502, 602, 702",NA,"No Amp","No Amp","No Amp","27.1","Negative",40,NA,NA,NA,"uo","Negative"
"427",689,"E669","Barnhart","Roof","4/14/2021",1016,2021-04-15,952,24,5,"I","Exhaust #26","PUF",NA,NA,"202",1,3,21,25,"202, 302, 402, 502, 602, 702",NA,"No Amp","No Amp","No Amp","26.8","Negative",40,NA,NA,NA,"uo","Negative"
"428",70,"E67","Barnhart","Port",NA,NA,2021-03-26,1042,4,9,NA,"Port #30","Swab",NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"29.7","30.9","28.3","27","Positive (3/3)",29.6,NA,NA,NA,"uo","Positive"
"429",690,"E670","Barnhart","Port",NA,NA,2021-04-15,954,24,7,NA,"Port #27","Swab",NA,NA,NA,0,3,21,25,"101, 106, 204, 304, 404, 504, 604, 704",NA,"No Amp","No Amp","No Amp","26.8","Negative",40,NA,NA,NA,"uo","Negative"
"430",691,"E671","Barnhart","Roof","4/14/2021",1018,2021-04-15,955,24,7,"K","Exhaust #27","PUF",NA,NA,NA,0,3,21,25,"101, 106, 204, 304, 404, 504, 604, 704",NA,"No Amp","No Amp","No Amp","28.7","Negative",40,NA,NA,NA,"uo","Negative"
"431",692,"E672","Barnhart","Port",NA,NA,2021-04-15,956,24,9,NA,"Port #30","Swab",NA,NA,NA,0,3,21,25,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"No Amp","No Amp","No Amp","26.7","Negative",40,NA,NA,NA,"uo","Negative"
"432",693,"E673","Barnhart","Roof","4/14/2021",1020,2021-04-15,957,24,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,3,21,25,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"31.1","No Amp","No Amp","23.7","Negative",37,NA,NA,NA,"uo","Negative"
"433",694,"E674","Barnhart","Port",NA,NA,2021-04-15,958,24,8,NA,"Port #31","Swab",NA,NA,NA,0,3,21,25,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"31.2","31.7","No Amp","29.7","Positive (2/3)",34.3,NA,NA,NA,"uo","Positive"
"434",695,"E675","Barnhart","Roof","4/14/2021",1023,2021-04-15,959,24,8,"F","Exhaust #31","PUF",NA,NA,NA,0,3,21,25,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"33.1","33.6","No Amp","26.6","Positive (2/3)",35.6,NA,NA,NA,"uo","Positive"
"435",696,"E676","Barnhart","Port",NA,NA,2021-04-15,1000,24,1,NA,"Port #34","Swab",NA,NA,"216",1,3,21,25,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"No Amp","No Amp","No Amp","28.4","Negative",40,NA,NA,NA,"uo","Negative"
"436",697,"E677","Barnhart","Roof","4/14/2021",1024,2021-04-15,1001,24,1,"H","Exhaust #34","PUF",NA,NA,"216",1,3,21,25,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"28.2","28.8","25.2","26.6","Positive (3/3)",27.4,NA,NA,NA,"uo","Positive"
"437",698,"E678","Barnhart","Port",NA,NA,2021-04-15,1002,24,4,NA,"Port #32","Swab",NA,NA,NA,0,3,21,25,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32.4","No Amp","No Amp","27.6","Negative",37.5,NA,NA,NA,"uo","Negative"
"438",699,"E679","Barnhart","Roof","4/14/2021",1026,2021-04-15,1003,24,4,"G","Exhaust #32","PUF",NA,NA,NA,0,3,21,25,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"34","No Amp","No Amp","26.6","Negative",38,NA,NA,NA,"uo","Negative"
"439",71,"E68","Barnhart","Roof","3/25/2021",1014,2021-03-26,1042,4,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"30.3","No Amp","30.1","27.6","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"440",700,"E680","Barnhart","Port",NA,NA,2021-04-15,1004,24,3,NA,"Port #29","Swab",NA,NA,"105",1,3,21,25,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"No Amp","No Amp","No Amp","27.4","Negative",40,NA,NA,NA,"uo","Negative"
"441",701,"E681","Barnhart","Roof","4/14/2021",1028,2021-04-15,1003,24,3,"C","Exhaust #29","PUF",NA,NA,"105",1,3,21,25,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"31.3","30.7","No Amp","27","Positive (2/3)",34,NA,NA,NA,"uo","Positive"
"442",702,"E682","Barnhart","Roof","4/14/2021",1030,2021-04-15,1005,24,2,"T","Exhaust #38 & #39","PUF",NA,NA,NA,0,3,21,25,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"33.3","No Amp","No Amp","26.4","Negative",37.8,NA,NA,NA,"uo","Negative"
"443",704,"E683","Barnhart","Port",NA,NA,2021-04-16,1305,25,5,NA,"Port #26","Swab",NA,NA,"202, 402",1,10,29,27,"202, 302, 402, 502, 602, 702",NA,"No Amp","No Amp","No Amp","27","Negative",40,NA,NA,NA,"uo","Negative"
"444",706,"E685","Barnhart","Port",NA,NA,2021-04-16,1307,25,7,NA,"Port #27","Swab",NA,NA,"204",1,10,29,27,"101, 106, 204, 304, 404, 504, 604, 704",NA,"31.4","No Amp","No Amp","28.8","Negative",37.1,NA,NA,NA,"uo","Negative"
"445",707,"E686","Barnhart","Roof","4/15/2021",955,2021-04-16,1308,25,7,"K","Exhaust #27","PUF",NA,NA,"204",1,10,29,27,"101, 106, 204, 304, 404, 504, 604, 704",NA,"31.3","No Amp","No Amp","27.5","Negative",37.1,NA,NA,NA,"uo","Negative"
"446",708,"E687","Barnhart","Port",NA,NA,2021-04-16,1309,25,9,NA,"Port #30","Swab",NA,NA,"206",1,10,29,27,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"No Amp","No Amp","No Amp","27.2","Negative",40,NA,NA,NA,"uo","Negative"
"447",709,"E688","Barnhart","Roof","4/15/2021",957,2021-04-16,1310,25,9,"Z","Exhaust #30","PUF",NA,NA,"206",1,10,29,27,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"29.5","30.4","23.8","27.4","Positive (3/3)",27.9,NA,NA,NA,"uo","Positive"
"448",710,"E689","Barnhart","Port",NA,NA,2021-04-16,1311,25,8,NA,"Port #31","Swab",NA,NA,NA,0,10,29,27,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"No Amp","No Amp","No Amp","27.3","Negative",40,NA,NA,NA,"uo","Negative"
"449",72,"E69","Barnhart","Port",NA,NA,2021-03-26,1044,4,8,NA,"Port #31","Swab",NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.9","No Amp","23.7","29.3","Positive (2/3)",31.5,NA,NA,NA,"uo","Positive"
"450",711,"E690","Barnhart","Roof","4/15/2021",959,2021-04-16,1312,25,8,"F","Exhaust #31","PUF",NA,NA,NA,0,10,29,27,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.7","31.8","No Amp","26.9","Positive (2/3)",34.2,NA,NA,NA,"uo","Positive"
"451",712,"E691","Barnhart","Port",NA,NA,2021-04-16,1313,25,1,NA,"Port #34","Swab",NA,NA,"216",1,10,29,27,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"No Amp","No Amp","No Amp","27.1","Negative",40,NA,NA,NA,"uo","Negative"
"452",713,"E692","Barnhart","Roof","4/15/2021",1001,2021-04-16,1314,25,1,"H","Exhaust #34","PUF",NA,NA,"216",1,10,29,27,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"32","No Amp","No Amp","27.1","Negative",37.3,NA,NA,NA,"uo","Negative"
"453",714,"E693","Barnhart","Port",NA,NA,2021-04-16,1315,25,4,NA,"Port #32","Swab",NA,NA,NA,0,10,29,27,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"No Amp","No Amp","No Amp","27.2","Negative",40,NA,NA,NA,"uo","Negative"
"454",715,"E694","Barnhart","Roof","4/15/2021",1003,2021-04-16,1316,25,4,"G","Exhaust #32","PUF",NA,NA,NA,0,10,29,27,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"30.6","31.7","29.9","26.6","Positive (3/3)",30.7,NA,NA,NA,"uo","Positive"
"455",716,"E695","Barnhart","Port",NA,NA,2021-04-16,1317,25,3,NA,"Port #29","Swab",NA,NA,"105, 205,  207",2,10,29,27,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"No Amp","No Amp","No Amp","28.3","Negative",40,NA,NA,NA,"uo","Negative"
